"churn","monthly_bill","gender","millenial","clanmembership","platformsince","avatar","internet_connect","extrapro_account","contract_length","customer_support","payment_type"
"No",53.7,"Male","Gen Z","Yes",10,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",35.75,"Female","Gen Z","No",28,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",20.55,"Male","Gen Z","Yes",5,"Yes","Base DSL_16MB/S","No","One year","No","Electronic check"
"No",50.95,"Female","Gen Z","Yes",52,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",20.3,"Female","Gen Z","Yes",55,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",96.8,"Male","Millenial","No",21,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",75.7,"Male","Gen Z","Yes",63,"Yes","DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",68.6,"Female","Gen Z","No",41,"Yes","DSL_16MB/S","Yes","One year","Yes","Electronic check"
"No",100.25,"Female","Millenial","Yes",46,"Yes","Fiber optic","Yes","One year","No","Electronic check"
"No",83.5,"Male","Gen Z","Yes",63,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",100.05,"Female","Gen Z","Yes",48,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"Yes",95.2,"Female","Gen Z","Yes",3,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",103.7,"Female","Gen Z","No",47,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",20.15,"Female","Gen Z","No",5,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",99.15,"Female","Gen Z","Yes",61,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",108.8,"Female","Millenial","Yes",65,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",50.25,"Male","Gen Z","No",12,"Yes","DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",83.25,"Male","Gen Z","Yes",18,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",90.05,"Female","Gen Z","No",21,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",20.25,"Male","Gen Z","No",16,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",25.1,"Female","Gen Z","No",43,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Electronic check"
"No",19.95,"Male","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",57.75,"Female","Gen Z","Yes",23,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"Yes",44.6,"Female","Gen Z","Yes",2,"No","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"Yes",24.45,"Male","Gen Z","No",1,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",94.7,"Male","Gen Z","No",8,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",56.15,"Female","Gen Z","Yes",43,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",74.55,"Male","Gen Z","Yes",54,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"Yes",69.75,"Male","Gen Z","Yes",32,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",74.95,"Female","Gen Z","No",3,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.8,"Female","Gen Z","Yes",56,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",54.1,"Male","Millenial","Yes",36,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",97.8,"Female","Millenial","Yes",58,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",20.35,"Female","Gen Z","Yes",9,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",71.8,"Male","Millenial","Yes",16,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",55.8,"Female","Gen Z","No",23,"Yes","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",86.1,"Male","Gen Z","Yes",71,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",59.85,"Female","Millenial","No",52,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",20.25,"Female","Gen Z","No",3,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",113.05,"Female","Gen Z","Yes",70,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",19.65,"Female","Gen Z","No",13,"Yes","Base DSL_16MB/S","No","One year","No","Electronic check"
"No",50.25,"Female","Gen Z","No",40,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",66.65,"Male","Gen Z","No",8,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",100.9,"Male","Gen Z","No",55,"Yes","Fiber optic","No","One year","Yes","PrePaid"
"No",114.95,"Male","Millenial","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",98.05,"Female","Gen Z","No",41,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"No",19.6,"Female","Gen Z","Yes",16,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",114.95,"Male","Gen Z","No",70,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",31.05,"Female","Gen Z","No",13,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",74.9,"Female","Millenial","No",4,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",50.6,"Male","Gen Z","No",24,"No","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",94.6,"Female","Gen Z","No",24,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",104.45,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"Yes",84.8,"Male","Gen Z","Yes",4,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",24.55,"Male","Gen Z","No",68,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",65.05,"Male","Gen Z","No",22,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"Yes",25.05,"Female","Millenial","No",1,"No","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",49.05,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",24.65,"Female","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",69.05,"Female","Gen Z","No",9,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",98.7,"Male","Gen Z","Yes",70,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",20.35,"Female","Gen Z","Yes",1,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",84.3,"Male","Millenial","Yes",29,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",79.6,"Female","Millenial","Yes",34,"Yes","Fiber optic","Yes","Month-to-month","Yes","PrePaid"
"Yes",86,"Male","Gen Z","No",19,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",110.25,"Female","Millenial","No",69,"Yes","Fiber optic","Yes","Two year","No","Credit card (automatic)"
"Yes",83.3,"Female","Gen Z","No",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",24.45,"Male","Gen Z","Yes",45,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"Yes",88.35,"Female","Gen Z","Yes",13,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"Yes",69.4,"Female","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"No",19.65,"Female","Gen Z","No",23,"Yes","Base DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",73.35,"Male","Gen Z","Yes",71,"Yes","DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",41.9,"Female","Gen Z","No",47,"No","DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",39,"Male","Millenial","No",16,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",66.85,"Female","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",20.6,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",90.7,"Male","Gen Z","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",64.75,"Male","Gen Z","Yes",13,"Yes","DSL_16MB/S","No","One year","Yes","Electronic check"
"Yes",90.85,"Male","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",20.05,"Male","Gen Z","No",18,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",56.25,"Male","Gen Z","No",18,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",20.3,"Male","Gen Z","No",26,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",48.95,"Male","Gen Z","No",39,"No","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",45,"Female","Gen Z","Yes",2,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",19.05,"Female","Gen Z","No",9,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",99.45,"Female","Gen Z","No",59,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",43.25,"Male","Gen Z","No",5,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",70.95,"Male","Gen Z","No",25,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"No",86.7,"Male","Millenial","Yes",71,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"Yes",83.15,"Female","Millenial","No",5,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",18.95,"Male","Gen Z","No",6,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",100.3,"Female","Gen Z","No",53,"Yes","Fiber optic","No","One year","Yes","PrePaid"
"No",79.95,"Female","Gen Z","No",33,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"Yes",19.4,"Female","Gen Z","Yes",61,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",19.55,"Male","Gen Z","No",44,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",59.95,"Female","Gen Z","No",65,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"Yes",83.9,"Female","Gen Z","No",6,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",90.05,"Male","Millenial","No",54,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",89.9,"Female","Gen Z","Yes",66,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",48.95,"Female","Gen Z","Yes",6,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",75.35,"Male","Gen Z","No",35,"Yes","Fiber optic","Yes","Month-to-month","No","Credit card (automatic)"
"Yes",89.15,"Male","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"No",91.45,"Male","Gen Z","Yes",2,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",78.85,"Female","Millenial","No",4,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",21.2,"Male","Gen Z","No",3,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"Yes",74.25,"Male","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","PrePaid"
"No",24.75,"Female","Gen Z","Yes",71,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"Yes",89.9,"Male","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",97.95,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",25.15,"Male","Gen Z","Yes",56,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"Yes",101.35,"Female","Millenial","No",8,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",79.2,"Male","Gen Z","Yes",69,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",101.1,"Female","Gen Z","No",46,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",18.8,"Female","Gen Z","Yes",14,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",100.8,"Male","Millenial","Yes",35,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",54.6,"Male","Millenial","No",33,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",99.05,"Female","Gen Z","Yes",65,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",73.75,"Male","Gen Z","No",12,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",105.5,"Female","Gen Z","Yes",65,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",24.25,"Female","Gen Z","No",4,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",99.5,"Male","Millenial","Yes",66,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",77.65,"Female","Gen Z","No",9,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",36,"Male","Gen Z","No",40,"No","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",24.8,"Male","Gen Z","Yes",62,"Yes","Base DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"Yes",99.25,"Male","Gen Z","Yes",23,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",49.55,"Female","Millenial","Yes",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",89.75,"Female","Gen Z","No",6,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.5,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",84.7,"Female","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",73.35,"Male","Gen Z","No",13,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",103.8,"Male","Gen Z","No",34,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"Yes",92.5,"Male","Millenial","Yes",37,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",89.4,"Female","Gen Z","No",20,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",85.05,"Male","Millenial","No",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",85.95,"Male","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"No",19.8,"Female","Gen Z","No",25,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",70.1,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",20.45,"Male","Gen Z","Yes",10,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",70.5,"Female","Gen Z","No",17,"Yes","Fiber optic","No","Month-to-month","No","Bank transfer (automatic)"
"No",100.05,"Female","Gen Z","Yes",59,"Yes","Fiber optic","No","Two year","Yes","PrePaid"
"No",44.55,"Male","Gen Z","Yes",1,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",69.5,"Female","Gen Z","No",26,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",76.25,"Female","Millenial","Yes",55,"Yes","DSL_16MB/S","Yes","One year","No","Electronic check"
"No",59.7,"Female","Gen Z","Yes",71,"No","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",93.9,"Male","Gen Z","Yes",53,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",69.25,"Female","Millenial","Yes",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",99.5,"Female","Gen Z","Yes",37,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",99.3,"Male","Gen Z","No",25,"Yes","Fiber optic","No","Two year","No","Bank transfer (automatic)"
"Yes",69.65,"Male","Millenial","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",109.2,"Male","Gen Z","No",49,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"Yes",25.2,"Male","Millenial","No",4,"No","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",89.1,"Male","Gen Z","Yes",62,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",94.8,"Male","Gen Z","No",51,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",73.55,"Male","Gen Z","Yes",64,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"Yes",59.85,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"No",61.25,"Male","Gen Z","No",11,"Yes","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",95.1,"Female","Gen Z","No",54,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",70.95,"Female","Gen Z","No",2,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",89.1,"Male","Millenial","Yes",62,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",91.4,"Male","Millenial","No",5,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",74.75,"Male","Gen Z","No",12,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Bank transfer (automatic)"
"No",111.1,"Male","Gen Z","Yes",59,"Yes","Fiber optic","Yes","Two year","Yes","PrePaid"
"No",80.55,"Female","Gen Z","No",9,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",49.95,"Male","Gen Z","Yes",13,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",45.05,"Male","Gen Z","No",39,"No","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",89.95,"Male","Gen Z","No",19,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"Yes",34.7,"Female","Gen Z","No",1,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",19.75,"Female","Gen Z","Yes",8,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"No",55.05,"Male","Gen Z","Yes",11,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",49.6,"Female","Gen Z","Yes",19,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",74.95,"Female","Gen Z","No",26,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",97.75,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",108.05,"Female","Gen Z","No",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",75,"Male","Gen Z","Yes",8,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",19.05,"Female","Gen Z","Yes",53,"Yes","Base DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",94.1,"Female","Gen Z","Yes",13,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",62.8,"Male","Gen Z","Yes",37,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"No",110.8,"Female","Gen Z","Yes",65,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",109.4,"Male","Millenial","No",63,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",59.1,"Female","Gen Z","No",7,"Yes","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",77.55,"Female","Gen Z","No",44,"Yes","DSL_16MB/S","Yes","One year","Yes","PrePaid"
"No",104.1,"Female","Millenial","No",30,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",24.4,"Female","Gen Z","Yes",61,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",49.9,"Female","Gen Z","Yes",28,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",55.8,"Male","Millenial","Yes",40,"Yes","DSL_16MB/S","No","One year","No","Electronic check"
"No",60,"Male","Millenial","Yes",55,"Yes","DSL_16MB/S","Yes","One year","No","Credit card (automatic)"
"No",69.85,"Male","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",45.55,"Female","Gen Z","Yes",46,"No","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",58.25,"Female","Gen Z","Yes",71,"No","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",79.2,"Male","Gen Z","No",36,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",99.2,"Female","Millenial","Yes",71,"Yes","Fiber optic","No","Two year","Yes","Electronic check"
"No",88.05,"Male","Gen Z","Yes",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",20.45,"Male","Gen Z","No",12,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",65.15,"Male","Gen Z","Yes",11,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",19.4,"Male","Gen Z","No",7,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",50.4,"Male","Gen Z","No",4,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",44.25,"Male","Gen Z","Yes",52,"No","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",20.1,"Female","Gen Z","No",15,"Yes","Base DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",43.9,"Male","Gen Z","No",67,"No","DSL_16MB/S","No","Two year","No","Electronic check"
"No",74.35,"Male","Gen Z","No",57,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"Yes",89.2,"Male","Gen Z","Yes",29,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",50.65,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",99.8,"Female","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"Yes",99.25,"Male","Millenial","Yes",7,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",104.9,"Male","Gen Z","Yes",72,"Yes","Fiber optic","No","Two year","Yes","Credit card (automatic)"
"No",20.45,"Female","Gen Z","No",41,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",96.5,"Male","Gen Z","Yes",61,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",80.55,"Male","Gen Z","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",60.6,"Female","Gen Z","Yes",53,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",54.3,"Female","Gen Z","No",28,"Yes","DSL_16MB/S","No","One year","No","PrePaid"
"No",107.75,"Male","Gen Z","No",61,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",20.45,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",56.45,"Male","Millenial","No",71,"No","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",19.95,"Male","Gen Z","Yes",60,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",59.1,"Female","Gen Z","No",14,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",80.75,"Female","Gen Z","No",2,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",49.25,"Male","Gen Z","No",4,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",74.7,"Female","Millenial","No",18,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",44.55,"Female","Gen Z","No",12,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",71.1,"Female","Gen Z","No",3,"Yes","DSL_16MB/S","No","Two year","No","PrePaid"
"No",60,"Female","Gen Z","Yes",23,"Yes","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",75.4,"Female","Millenial","No",23,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",80.7,"Female","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","Two year","No","Electronic check"
"No",113.65,"Female","Gen Z","No",70,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",73.65,"Female","Gen Z","Yes",23,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",40.65,"Female","Gen Z","Yes",36,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",25.25,"Female","Gen Z","Yes",15,"Yes","Base DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"No",19.55,"Male","Gen Z","No",42,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"No",73.35,"Female","Gen Z","Yes",0,"Yes","DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",89.4,"Male","Gen Z","Yes",63,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"No",78.85,"Female","Gen Z","Yes",40,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",55.55,"Male","Gen Z","Yes",25,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Credit card (automatic)"
"No",73.85,"Female","Gen Z","No",6,"Yes","Fiber optic","Yes","Month-to-month","Yes","PrePaid"
"No",107.95,"Male","Gen Z","Yes",57,"Yes","Fiber optic","Yes","Two year","No","Electronic check"
"No",90.25,"Male","Gen Z","Yes",64,"Yes","Fiber optic","Yes","One year","No","Credit card (automatic)"
"No",20.2,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",99,"Male","Millenial","No",48,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",20.2,"Male","Gen Z","Yes",46,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"Yes",85,"Female","Gen Z","Yes",30,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",45.8,"Male","Gen Z","No",10,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",93.4,"Male","Gen Z","Yes",64,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"No",105.4,"Male","Gen Z","Yes",67,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",101.4,"Male","Millenial","No",67,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",99.35,"Male","Gen Z","Yes",65,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"No",25.6,"Female","Gen Z","Yes",69,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",47.85,"Female","Gen Z","Yes",64,"No","DSL_16MB/S","No","Two year","No","Electronic check"
